,artist,title,tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
124,passenger,losing my religion (cover),1wJNpWv8GbyEVAxoxlf3gT,0.755,0.643,9,-9.097,0,0.0268,0.0264,3.59e-05,0.267,0.471,126.039
126,freya ridings,maps - single version,0pqU55UfyCSLyTFHjdYqQP,0.389,0.124,7,-8.406,1,0.0294,0.92,3.09e-05,0.0993,0.118,95.46
127,charlie simpson,re: stacks,1UjjYce8PdRFcrnXBC9pjQ,0.598,0.225,2,-12.621,1,0.0311,0.903,0.000247,0.0909,0.288,125.025
128,i'm with her,hannah hunt - recorded at spotify studios nyc,2es17WUR55CXoDIcKtT0eZ,0.706,0.109,9,-14.592,1,0.0312,0.869,5.53e-05,0.298,0.243,103.927
129,madilyn bailey,believe,1ty3N197je3o1dN0F6Fu1G,0.413,0.339,7,-8.107,1,0.0349,0.843,0,0.171,0.199,116.538
130,"jessica rotter, emily colombier",stay / animal mashup,6uKLfHHDYjHAcnV3T4RW4v,0.49,0.289,9,-9.239,0,0.0288,0.934,7.76e-05,0.12,0.109,111.488
131,rita lee,in my life,6IZOM0mpvqxtHXngtLdwJ7,0.617,0.151,4,-16.413,1,0.0377,0.9,0.000119,0.132,0.379,101.894
134,lisa mitchell,california,4KUFJ7phSi40lh1ChmFgb9,0.53,0.264,6,-11.974,1,0.03,0.733,0.00295,0.116,0.241,77.002
135,she & him,unchained melody (feat. the chapin sisters),6FRePTC2w57kLtE4rg20N1,0.188,0.126,1,-13.138,1,0.0437,0.938,0.00527,0.122,0.116,180.078
137,lotte kestner,halo,5mVDhLnXTHlBWJnMHXa9Qs,0.576,0.121,9,-17.343,1,0.036,0.952,0.00111,0.1,0.063,116.826
138,various artists,i wanna dance with somebody,1oKk34AkV6CxhaXHgZHduM,0.417,0.2,8,-12.324,1,0.0312,0.846,0,0.124,0.291,111.048
139,graeme james,young blood,21p4Uy5InzgMtt0pkG8GAB,0.692,0.629,0,-6.828,1,0.0284,0.188,0.0555,0.09,0.585,109.947
141,teddy swims,blinding lights,66aMnwdhkEc1V0AAnyYchX,0.512,0.543,0,-6.915,0,0.031,0.338,1.25e-05,0.112,0.442,159.9
142,eddie berman,like a rolling stone,3Bf9nJGn3UQmHv8Ngx3f8S,0.438,0.264,2,-12.877,1,0.036,0.481,0.000816,0.123,0.106,86.406
143,jaclyn davies,stitches,3Jy394MtpM2xciRBTzxBlg,0.636,0.233,0,-9.381,1,0.0318,0.913,1.4e-06,0.101,0.16,129.759
144,the ballroom thieves,lost in the light,0bgqXYJld8cSkAW72VfVDM,0.545,0.351,9,-9.863,1,0.0274,0.25,0.00145,0.11,0.405,142.821
145,calum scott,dancing on my own,2TmLZLv57mW4OA3Il1ULsf,0.682,0.175,1,-8.688,1,0.0313,0.847,3.21e-05,0.101,0.223,112.661
146,the wind and the wave,chasing cars,5qCAMmVToq2m3snrMX9mKO,0.467,0.307,0,-9.712,1,0.0284,0.556,0.00153,0.0968,0.119,103.808
147,jasmine thompson,a thousand years,1xKQ533l7XXlbFL8m60x4a,0.47,0.188,10,-10.957,1,0.0346,0.894,0,0.102,0.289,104.492
148,kelly clarkson,kiss - recorded at spotify studios nyc,7Kfpow0FQwvw3xxrRdXgf9,0.712,0.683,11,-6.068,0,0.109,0.12,0,0.157,0.476,92.012
149,seawaves,with or without you - cover version,0h7qb59r82YH9x4HhvZkXl,0.471,0.709,4,-6.671,1,0.0313,0.067,9.41e-06,0.0881,0.133,104.99
151,chad lawson,when the party's over,6DShJaoYtJeepxw7HLdSdt,0.403,0.0175,4,-31.88,1,0.0456,0.994,0.9,0.0781,0.164,117.124
153,lucius,right down the line,2aU77iuoOElIJyXl0YoI9O,0.802,0.354,1,-8.091,0,0.034,0.822,2.57e-06,0.114,0.418,119.972
154,the lumineers,walls,3UpEsDQyd6eyRQzgQdNyGo,0.609,0.44,10,-6.32,1,0.0265,0.692,0,0.0688,0.43,108.427
155,alex cornell,sex on fire,1ZXSLHLp5AJnCp12UXdYiO,0.476,0.408,7,-11.216,1,0.0305,0.844,0.111,0.125,0.0568,90.055
156,hrvy,"baby, i love your way",6fipVVf98jGBLhUe779cWR,0.587,0.544,4,-5.642,1,0.0481,0.553,0,0.133,0.336,73.746
158,"ark rhodes, savannah outen",pompeii,7M288uc13UNSvwOSPfuEAL,0.558,0.34,0,-3.965,1,0.0292,0.00839,0,0.0899,0.0584,110.072
159,sleeping at last,as long as you love me,5912OMlUlTztBFkmuMMEjR,0.347,0.13,1,-12.34,1,0.0596,0.969,0,0.13,0.34,186.807
160,erato,hello,5mCLi8QdP2d9EoSIEoO8jX,0.587,0.189,0,-10.553,1,0.0355,0.95,3.29e-06,0.112,0.217,73.424
161,the mayries,rockabye - acoustic version,30LDuVfrePWbedYTc1mUCn,0.528,0.291,10,-9.696,1,0.0401,0.914,0,0.121,0.355,76.805
162,hearts & colors,steal my girl,1A0ikIo9hqyp2D3SHxsLk4,0.636,0.253,9,-12.926,1,0.0432,0.833,0,0.168,0.747,80.826
163,megan davies,want to want me - acoustic cover,5DK6YlsH7zI54P6bi2NYvS,0.66,0.312,9,-9.807,1,0.0276,0.761,2.31e-05,0.122,0.441,92.446
164,"julia sheer, jon d",little talks,1ulDt6ySVbMbzZCBO6hSfb,0.637,0.263,5,-9.094,0,0.0399,0.873,0,0.164,0.487,97.423
165,corey harper,i'm on fire - acoustic,2eBC6ulVrVpXcZGcPSMamT,0.515,0.266,2,-13.988,1,0.0314,0.879,4.22e-06,0.0988,0.296,92.847
167,first aid kit,america,228IDYsx1EAHiuh9xLktmj,0.27,0.329,9,-7.318,1,0.032,0.871,8.91e-06,0.12,0.169,163.236
168,soak,i can't make you love me,0hL7pMYm3WQhoywLYFdF3t,0.528,0.0927,0,-8.419,1,0.0323,0.958,0.000436,0.106,0.23,110.13
169,aretha franklin,let it be,3lv9TUA15PFRHtMaPhjKKj,0.415,0.305,4,-12.833,1,0.031,0.337,0.000172,0.208,0.434,76.743
172,jasmine thompson,everybody hurts,3F7BQYABqy3o5k7dhuReTe,0.342,0.192,2,-13.279,1,0.0349,0.957,0.000785,0.105,0.353,183.666
173,"billy bragg, joe henry",gentle on my mind,4TOuD1BPV4WJ4JM0Qt1kDq,0.569,0.247,4,-8.126,1,0.0466,0.953,2.05e-06,0.114,0.461,129.091
174,"imaginary future, kina grannis",yesterday,1UdSYzD1LoJDjMItD0b9S7,0.54,0.0657,3,-17.612,1,0.0322,0.905,0,0.106,0.197,147.598
175,colin & caroline,high and dry,5jUExRL4pCNDYPz9qzzK2F,0.51,0.338,6,-9.371,1,0.0268,0.615,0,0.111,0.141,147.939
176,scary pockets,lost in japan,00Fjk1j5Q5f3qskGhvnKPT,0.607,0.523,0,-9.779,1,0.119,0.4,6.63e-06,0.346,0.445,92.193
177,connor mac,unforgettable,2V7xKvjERCdjcU8NaDxxHJ,0.429,0.418,4,-8.573,1,0.0269,0.255,1.43e-05,0.0766,0.31,85.671
178,ysabelle cuevas,i like me better,2GzvzxXnyJ9l3obE4JskC2,0.449,0.209,10,-14.494,1,0.0896,0.896,0,0.156,0.431,93.618
179,joanna wang,wild world - acoustic version,0ZWSpn7UgqAp4exbKEUD5g,0.67,0.306,2,-11.032,1,0.0366,0.8,1.18e-06,0.0829,0.61,139.949
180,meghan trainor,can't help falling in love - live from spotify london,00jpfzztJgSupflbzmH3T1,0.353,0.466,1,-9.363,1,0.0521,0.642,5.75e-06,0.718,0.429,131.322
181,bahamas,whole wide world,3e5eR2DBoHD2qR4HN3YmTv,0.729,0.447,5,-9.038,1,0.0387,0.598,0.000279,0.116,0.595,108.837
182,henry jamison,the partisan - recorded at spotify studios nyc,2xMzN3uUtCxyHpR5L8Tril,0.391,0.131,7,-15.296,0,0.0381,0.872,0.0376,0.112,0.247,94.203
183,devon gilfillian,mercy mercy me (the ecology),0rwicAYj73I9yhDUB40E1e,0.468,0.529,8,-9.394,1,0.032,0.157,0.0157,0.0946,0.295,97.168
184,aqualung,take on me - grey's anatomy version,0EUUDOsagEyFO0iVUlOqeS,0.382,0.0298,2,-19.237,1,0.0376,0.98,0.000742,0.0982,0.174,112.02
185,walk off the earth,you don't know how it feels,4jRfYs49suF4VINcWVXAvb,0.608,0.517,2,-6.582,1,0.0275,0.186,1.84e-06,0.14,0.613,143.94
186,jennel garcia,chandelier,7F2tZGMRkcEyGYY8Xee7xz,0.38,0.378,8,-5.29,0,0.0355,0.835,0,0.102,0.224,84.075
187,nelly furtado,crazy - radio 1 live lounge session,0Zc71YCZdGl933InVbjEbn,0.692,0.249,10,-11.397,0,0.048,0.904,9.16e-06,0.233,0.309,103.182
188,death cab for cutie,waterfalls,6p8ZhmQS4fia0j93S2M3Fj,0.483,0.436,8,-8.734,1,0.0389,0.663,0.000586,0.103,0.241,171.842
189,wesley schultz,bell bottom blues,2bo2FJBYgcNCfs2NZcVZuN,0.491,0.175,9,-10.887,1,0.0501,0.836,0,0.104,0.27,120.938
190,dua lipa,"i'm not the only one - live from spotify, london",7wIYDzWW82O6Rc4vGuzjND,0.455,0.265,5,-8.468,1,0.0491,0.861,0,0.685,0.324,176.036
191,chloe moriondo,dreams,1K0Shi82LENoyXxAjJj8XG,0.812,0.472,0,-9.649,1,0.0388,0.468,3.75e-05,0.103,0.603,119.97
192,the civil wars,billie jean,4zzi2eD2cEPpQ3a307mPPj,0.532,0.203,9,-8.524,0,0.0668,0.829,0,0.108,0.543,89.646
193,freischwimmer,california dreamin - acoustic mix,4FmVtdjLVhzHpNuBhMF8Wj,0.765,0.38,1,-8.28,0,0.0348,0.764,1.88e-05,0.355,0.201,122.023
195,savannah outen,out of the woods (acoustic) [feat. jake coco],7zPRddWOwc5yH7ugaT6lpP,0.42,0.477,0,-11.12,1,0.0821,0.324,0,0.135,0.412,181.176
197,morgane stapleton,you are my sunshine (with chris stapleton),31b6H6nChYUmNbW1yZQHYs,0.416,0.418,2,-8.886,1,0.0361,0.0633,0.000254,0.0898,0.285,111.601
198,for king & country,out of the woods - live from sound stage studio,06cH7aLzCmSCJ7R3vaZ5gu,0.379,0.592,0,-6.213,1,0.0383,0.0733,1.88e-05,0.0307,0.218,176.065
199,various artists,how deep is your love,1EAwkDpH9kupgYKiPn0XH6,0.574,0.334,8,-11.338,1,0.0409,0.924,1.46e-06,0.121,0.0953,100.896
0,drake,get it together,7y6c07pgjZvtHI9kuMVqk1,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011
1,"black coffee, diplo",never gonna forget (with diplo feat. elderbrook),12aAoKT43mVGdW1ofZVCwr,0.694,0.675,11,-9.89,0,0.0284,0.0382,0.00838,0.0858,0.455,119.96
2,black coffee,turn me on,2zh8futZbM4gJ9x4ZV8Yu6,0.792,0.784,5,-9.864,0,0.0489,0.00191,0.864,0.0903,0.552,123.024
3,black coffee,your eyes,3E9mI43Xj65JMRcKZMIxtV,0.59,0.531,5,-9.225,0,0.0372,0.0227,5.45e-06,0.12,0.285,101.989
4,black coffee,lost (with angelos feat. jinadu),4MjW0jp8b9hAe1dmzJIBCG,0.659,0.568,10,-13.956,1,0.0307,0.0631,0.0713,0.0823,0.464,119.985
5,black coffee,gardens of eden,6MjArfAxpJ7Xf0gazd9WXa,0.842,0.599,3,-9.436,0,0.0769,0.00321,0.0167,0.0853,0.513,124.0
6,black coffee,we dance again,6HvCOJvbEzVTmEFmv79pTf,0.676,0.352,7,-18.299,1,0.0482,0.171,0.58,0.111,0.489,122.017
7,black coffee,come to me,1eIhSaVLP46opgA6baksuB,0.75,0.885,2,-9.456,1,0.0526,3.61e-05,0.889,0.121,0.0991,123.005
8,black coffee,i'm fallin (feat. ry x),6PlB9QbrAfUwKX0g0GHRMY,0.577,0.549,4,-13.641,0,0.0376,0.00244,0.377,0.0603,0.17,117.991
9,black coffee,wish you were here,5TsLsLTg3kTuv2RMRL3vaB,0.635,0.456,0,-12.425,1,0.0422,0.565,0.00257,0.0942,0.157,119.983
10,"black coffee, sabrina claudio",sbcncsly,0DWIaEumpHd41vATkCGUK2,0.656,0.701,7,-11.083,0,0.0395,0.415,0.131,0.167,0.0758,116.024
11,black coffee,muyè (black coffee remix),4rSpUjqW7KTn4Whk9vEIv5,0.573,0.83,7,-12.678,1,0.0352,0.133,0.867,0.113,0.0366,121.944
12,black coffee,drive - edit,3XsNRi2cypsksscysYbyaF,0.721,0.789,11,-8.779,0,0.0382,0.00123,0.0454,0.0791,0.429,118.024
13,black coffee,extra time on you,2pesaSV3G2scS7BWywijgA,0.86,0.522,1,-9.147,1,0.0978,0.0294,0.0482,0.0991,0.742,123.014
14,black coffee,never saw you coming (feat. tsepo) - dj spinna galactic vocal mix,12NDXliaBBgklpBNkUlyVI,0.743,0.652,5,-10.004,0,0.0703,0.000223,0.092,0.101,0.781,123.002
15,black coffee,traveller - extended mix,3QF8Xtfvgnyk0tRUnDxTFU,0.841,0.603,11,-8.137,0,0.0388,0.0189,0.18,0.111,0.0776,124.998
16,black coffee,ready for you (feat. celeste),69UTmQOhqIRoGcTWFUidSZ,0.648,0.672,5,-9.322,1,0.0411,0.232,0.113,0.1,0.178,99.992
17,"darque, black coffee",ready for the world - original mix,2C5nA4hmzjzWPp8QW82pdo,0.807,0.757,10,-13.365,0,0.045,0.000371,0.638,0.0903,0.497,121.999
18,black coffee,love on fire,5EsXm7CUiVNAW1YNnhr60n,0.68,0.58,7,-10.462,1,0.0424,0.000171,0.206,0.156,0.721,123.013
19,"black coffee, pharrell williams",10 missed calls (feat. pharrell williams & jozzy),5o1JjtIuYRXBoea4WBZGDc,0.679,0.449,3,-12.211,0,0.0491,0.303,0.0,0.302,0.333,107.965
20,black coffee,you need me (feat. maxine ashley & sun-el musician),2ieFaRzeA5yfRjanzaBS8Q,0.658,0.811,2,-13.014,0,0.0365,0.451,0.366,0.0781,0.246,117.988
21,mi casa,africa shine,7uld2wN7GThO54ryAS0ezL,0.828,0.468,7,-8.335,0,0.0662,0.0264,0.0,0.116,0.491,124.973
22,black coffee,go on,6ExcXkqOxuYHeDdOGzmHfY,0.799,0.404,7,-12.174,1,0.0537,0.000789,0.891,0.104,0.188,124.004
23,black coffee,buya - loco dice kliptown love remix,7JDFf5fWpR9bhpk7UGjpiy,0.801,0.679,6,-9.227,1,0.0485,0.0007,0.607,0.0956,0.381,123.997
24,black coffee,flava (feat. una rams & tellaman),2mhkxRse3yU8bx6zJuiNI7,0.729,0.421,9,-14.045,1,0.0635,0.00674,0.00288,0.174,0.626,100.008
25,black coffee,i'll find you (feat. cara frew),1gqlRiladdiWHmQU8GwtwE,0.787,0.576,7,-11.837,1,0.0505,0.00294,0.838,0.0454,0.489,124.99
26,black coffee,angelina,3MNzsampqsFhB87Mr0DuLI,0.675,0.663,9,-10.132,0,0.042,0.000605,0.678,0.105,0.769,125.0
27,tortured soul,i know what's on your mind - ethan white remix,0dS3yI8yVfstJBRTUaVkSH,0.803,0.575,1,-9.858,1,0.0549,0.000365,0.531,0.0949,0.411,125.006
28,various artists,in tunes wave,0eXO34M9MC8RJwqkenfEhy,0.812,0.789,0,-10.772,0,0.0516,0.894,0.932,0.114,0.968,89.983
29,"black coffee, hugh masekela",we are one - black coffee original dub,0yRbdmtSZIAt29prSfst2U,0.805,0.715,1,-9.84,0,0.0491,0.001,0.905,0.0765,0.564,124.011
30,black coffee,stuck in your love,0XKk5tVNAR4gGxwhc8SAcV,0.725,0.704,4,-8.778,0,0.0436,0.00713,0.391,0.0249,0.722,123.042
31,black coffee,come with me,1i9Ag3QndpJdr8nxWDCjrK,0.826,0.623,4,-10.613,0,0.0397,0.0335,0.00175,0.0652,0.231,125.012
32,black coffee,crazy - quentin harris remix,6iqdyQpUgpO2dYXlqDoi5s,0.804,0.49,10,-7.212,0,0.0636,0.00143,0.785,0.0775,0.541,124.009
33,black coffee,i have faith (feat. mondli ngcobo),5J4iGuswrxrUVx8THhbDnI,0.735,0.53,0,-9.708,0,0.0461,0.0172,0.00028,0.0671,0.511,122.021
34,black coffee,you rock my world - jullian gomes remix,4kiUfrsCr0cKfbo0LTapDC,0.806,0.496,1,-11.261,1,0.0653,0.0141,0.868,0.0447,0.481,123.009
35,black coffee,afraid of the dark,6SJgKMpTkkS3A7OTOOpOo6,0.865,0.642,4,-9.681,0,0.0667,0.108,0.00445,0.115,0.476,124.967
36,various artists,gratitude,6qpJYkBdxdkIOYI3oSeJok,0.802,0.576,5,-13.154,0,0.0927,0.547,0.843,0.0755,0.507,123.015
37,black coffee,trip to lyon,32Pl1OslbuyZkF9NIbsKnU,0.808,0.411,2,-9.349,1,0.0592,0.0328,0.864,0.0437,0.876,125.003
38,black coffee,superman,752l1xT5G1OHzg71ZBnTyZ,0.83,0.688,5,-9.539,0,0.0706,0.0621,0.708,0.12,0.73,123.979
39,black coffee,don't you (give up) - live,6O4CHPJQdyTfPv1AZC667n,0.563,0.743,6,-10.984,0,0.0534,0.257,0.0108,0.393,0.302,123.96
40,black coffee,lo mhlaba,0arhdzXjxtfKhe1KxEOzBq,0.803,0.759,11,-9.373,0,0.0605,0.00144,0.665,0.128,0.794,123.348
41,black coffee,music is the answer,5GD2wVVvA8gdOaosPrEDNr,0.761,0.636,0,-10.715,1,0.0423,0.0123,0.735,0.0712,0.309,124.01
42,black coffee,inkodlo kamashimane,5hI4ehQIIuPZWSjjXu61JW,0.685,0.702,11,-10.551,0,0.0434,0.00289,0.482,0.0941,0.0818,124.028
43,black coffee,i know what's on your mind,70IaMEsiO8r9KWP79AYz3q,0.797,0.449,5,-10.369,0,0.0512,0.13,0.267,0.12,0.704,125.001
44,black coffee,izizwe,0TOScmuHq8iS1GblTVqQMq,0.663,0.664,5,-9.821,0,0.0648,0.00615,0.735,0.116,0.809,123.339
45,black coffee,deep in the bottom - the jouney mix,7sLrlIM34q3YLeAPGFJqFd,0.788,0.619,1,-10.88,1,0.0431,0.0246,0.47,0.0694,0.632,124.013
46,black coffee,ndod'emnyama,2ezXfBFmYYoiPUcQeCt494,0.466,0.281,6,-11.485,0,0.0315,0.84,0.0,0.0754,0.224,125.661
47,black coffee,molo sweetie,0XTKHw0Bp8WtfxSVSzXA3o,0.811,0.741,0,-8.312,1,0.0815,0.0198,0.000929,0.118,0.861,123.001
48,various artists,sudah lupakan,3UlphN5cFwKXSqeCy5tmrS,0.397,0.669,4,-2.991,1,0.0268,0.344,0.000179,0.24,0.284,160.153
49,black coffee,inseparable,7BoO5GyetZyPgzuC6VOQtv,0.699,0.664,11,-11.12,0,0.0472,0.000374,0.718,0.105,0.366,123.982
0,pritam,mere bina,4rSmmC6OYmjVOYxr8ruVWN,0.511,0.767,2,-5.699,1,0.0524,0.651,0,0.153,0.463,79.923
1,"pritam, arijit singh","channa mereya (from ""ae dil hai mushkil"")",1plFCZ6QFAjSRutT02GTCn,0.476,0.788,9,-4.821,0,0.0448,0.24,2.64e-05,0.106,0.747,90.066
2,"pritam, kaushik",shaayraana,2UGhg8kZPwn9Aofl1083N4,0.608,0.665,2,-4.244,1,0.0482,0.606,1.46e-05,0.0832,0.704,93.919
3,"pritam, arijit singh","hawayein (from ""jab harry met sejal"")",6871FKHumiy1Wfr6vF7Xxt,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961
4,pritam,"main rang sharbaton ka (from ""phata poster nikhla hero"")",7hNb5juMQyy93U63jW4Mwj,0.384,0.607,6,-7.429,1,0.0433,0.713,0,0.158,0.707,78.186
5,"pritam, amit mishra","bulleya (from ""ae dil hai mushkil"")",0edt0Ar7ewLkMqy0jUtSWm,0.552,0.769,2,-4.504,0,0.0465,0.497,0,0.112,0.702,86.957
6,pritam,"dooriyan (from ""love aaj kal"")",5doYtCoJ8KpfkFczP3F2ad,0.517,0.716,7,-6.582,0,0.0509,0.611,0,0.11,0.594,122.952
7,"shankar-ehsaan-loy, pritam",love mashup 2015 (by dj chetas),7p5uzwVPw0XJmtZSmrsQ8P,0.552,0.791,11,-4.681,1,0.0358,0.0538,0,0.102,0.309,99.742
8,"arijit singh, antara mitra","gerua (from ""dilwale"")",6V0cw3ZOtm5oQJrSv4QluQ,0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458
9,"benny dayal, shalmali kholgade","lat lag gayee (from ""race 2"")",6v7NjCg1b9WTGVD05vaYTN,0.79,0.892,10,-4.038,0,0.0404,0.229,1.24e-06,0.206,0.896,131.994
11,pritam,jee ve sohaneya,12o5NY41wFKVswbWKWdrfj,0.517,0.691,2,-3.651,1,0.0566,0.366,2.49e-05,0.151,0.654,80.059
12,"pritam, arijit singh","ae dil hai mushkil title track (from ""ae dil hai mushkil"")",79jYT83v4bMOWEgwjQxSx2,0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896
13,pritam,in dino,6YycppSAeGtSvwmu8qCcr2,0.41,0.633,0,-6.989,1,0.0378,0.513,0,0.116,0.344,101.461
14,pritam,the breakup song,7BjQd0sfYsMGVrTpRdBNTT,0.818,0.93,11,-2.982,1,0.247,0.33,0,0.658,0.831,113.988
15,pritam,tum mile - love reprise,4TobDQpylJNxkXMH1QUvTp,0.589,0.626,0,-5.684,1,0.0273,0.777,1.97e-06,0.13,0.443,114.915
17,"pritam, atif aslam","main agar (from ""tubelight"")",3kYlKr1xGsBS7mluB9W7AV,0.589,0.811,1,-5.052,0,0.0429,0.473,0,0.114,0.166,119.969
18,pritam,"aahun aahun (from ""love aaj kal"")",6eEAevjmfFiu5SSvH0DRY8,0.536,0.903,1,-5.501,0,0.307,0.154,4.5e-05,0.064,0.656,129.965
19,pritam,teri jhuki nazar,3beYHVCFKzbdNjJqjKeYpM,0.386,0.815,11,-3.395,1,0.0417,0.707,0,0.159,0.349,124.293
20,pritam,"chor bazari (from ""love aaj kal "")",0SxjmKamCaXEBwuQdiMxor,0.824,0.757,11,-5.047,1,0.0743,0.368,0.000111,0.146,0.97,100.027
21,"jeet gannguli, pritam",love mashup 2016 (by kiran kamath),1xM94gXmm5mqZMXIKXF7Pu,0.296,0.756,2,-4.325,1,0.0592,0.0193,0,0.0716,0.278,86.577
22,pritam,dil ibaadat,3Kl8p2PxVf8eAayLwTxOIm,0.59,0.859,2,-5.005,0,0.0416,0.633,0,0.286,0.634,149.966
23,various artists,bheegi si bhaagi si,665b3Nss3OQmhTUdB5hBXw,0.564,0.867,8,-6.21,1,0.121,0.361,0,0.262,0.815,88.919
24,"kk, shefali alvares","party on my mind (from ""race 2"")",3VxKUr7XgTGxFRvOd8blov,0.713,0.864,11,-4.994,0,0.0746,0.0187,0,0.722,0.568,122.019
25,pritam,tu hi mera,1CVqr5LImdmJ1Upt4z08Pm,0.621,0.859,11,-4.673,1,0.102,0.546,0,0.11,0.873,90.047
26,pritam,alizeh,4rIv0uUnxs5hVZfe5t9SNs,0.513,0.632,9,-7.612,1,0.0449,0.401,0.000305,0.0695,0.294,87.963
27,pritam,saawali si raat,4I5Xcdu5Hnki1aP0Uxbs4n,0.485,0.291,9,-15.485,1,0.04,0.616,0.000345,0.238,0.195,139.859
29,pritam,"tera deedar hua (from ""jannat 2"")",36rdBb7kFXXYlrkIDT2A00,0.58,0.846,2,-3.464,1,0.0523,0.592,0,0.113,0.774,89.952
30,pritam,tu hi haqeeqat,3OLFqbd9ZeVjaUKTiaLsD6,0.705,0.744,4,-5.416,0,0.0341,0.582,0,0.2,0.706,115.959
31,pritam,"ajj din chadheya (from ""love aaj kal "")",7N30pzJGFwnYU8iuzxWS7l,0.585,0.687,9,-4.553,1,0.0724,0.551,6.7e-06,0.121,0.815,85.871
32,pritam,o meri jaan,621NCDEU2Pfd5R1oCqnju8,0.58,0.563,2,-6.143,0,0.0312,0.592,2.88e-06,0.117,0.305,133.955
33,"pritam, shahid mallya","radha (from ""jab harry met sejal"")",7ztCi9k76A4QmSqWEutFyV,0.693,0.896,7,-4.114,1,0.0682,0.31,0,0.195,0.854,126.995
34,pritam,main kya karoon,4GagsETs7qfR3cwQkRcXgb,0.784,0.454,9,-8.925,1,0.14,0.63,0.000502,0.102,0.668,91.013
35,pritam,tujhe sochta hoon,47l2Dd3XPBLio3kjbEMyDJ,0.579,0.712,0,-6.119,0,0.0308,0.259,0.000253,0.18,0.486,80.998
36,pritam,phir le aya dil - reprise,7fpWJr5shT90KiCHXKHxch,0.237,0.543,7,-8.921,1,0.0372,0.838,3.86e-06,0.0961,0.316,73.896
37,pritam,tum mile,1EjxJHY9A6LMOlvyZdwDly,0.738,0.798,0,-6.663,1,0.0334,0.32,5.15e-06,0.31,0.793,123.01
38,"pritam, pardeep singh sran","cutiepie (from ""ae dil hai mushkil"")",1YOW5pnfikVa6BcCBIOQUU,0.799,0.929,0,-3.231,0,0.0668,0.253,0.000462,0.24,0.952,127.999
39,"atif aslam, sunidhi chauhan","be intehaan (from ""race 2"")",077SVSWuifvbBbkPMPP5kw,0.559,0.696,7,-5.583,1,0.0472,0.536,0,0.325,0.391,128.855
40,"pritam, arijit singh","safar (from ""jab harry met sejal"")",4BH3FzJwNvjDpL8J78NMYM,0.307,0.604,7,-5.592,1,0.0397,0.593,3.79e-06,0.0789,0.452,85.641
41,pritam,kyon,1sYC1fG7s4p0pTykrJqmgW,0.726,0.664,2,-6.674,1,0.0331,0.636,0,0.0964,0.831,121.922
43,various artists,"butterfly (from ""jab harry met sejal"")",5YO4nOP9W4fgQrV87mOtSB,0.676,0.969,6,-3.607,1,0.104,0.0462,0,0.237,0.859,132.99
44,pritam,rab ka shukrana,2VJIaxgWeyw9loL1sqKl7c,0.602,0.559,10,-6.203,0,0.0426,0.615,0,0.131,0.44,122.017
45,pritam,aashiyan,7ttlemwytO21npSmLKqTBg,0.829,0.622,10,-7.293,1,0.0518,0.293,2.8e-06,0.167,0.775,131.971
46,various artists,"beech beech mein (from ""jab harry met sejal"")",4PwjaQ5q9NwGhFXdmk5sU8,0.751,0.835,2,-4.462,1,0.0887,0.0549,0,0.111,0.509,124.97
47,pritam,ghar,7EDsUT0289qe2W6N2vTe47,0.471,0.684,1,-7.727,1,0.0542,0.757,0.000163,0.141,0.359,109.914
48,pritam,phurrr - film version,45mrPZ4Mqb0pn2RlZdEYtH,0.521,0.853,11,-5.131,0,0.0538,0.0077,0,0.114,0.587,79.953
49,"diplo, pritam","phurrr (from ""jab harry met sejal"")",1Wmhz6pAesAAKh6Oy3zknL,0.461,0.827,6,-5.424,0,0.0537,0.0128,0,0.0647,0.355,159.677
0,various artists,what are you waiting for,7xBGheGsLe6LKUekyFFcow,0.542,0.925,6,-4.386,0,0.14,0.00852,0.00272,0.136,0.254,128.016
1,sage english,3 pointer,7bpvYreSAPti1BxcsKGmyz,0.854,0.663,5,-7.976,0,0.268,0.02,8.74e-06,0.129,0.375,130.003
2,rome in silver,skin,28ipV6hkWWpUk4DZ5dU7lX,0.823,0.649,11,-5.976,1,0.311,0.0542,0.000492,0.0651,0.794,104.961
3,grant,are we still young (feat. jessi mason),63K5mPZcOvL2nRUcONJgks,0.619,0.714,0,-5.39,0,0.118,0.0284,0.0,0.273,0.432,109.949
4,glass animals,heat waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
5,anonymuz,no threat,6poLcwNytrL6c0jJv3T0ng,0.78,0.557,0,-6.358,0,0.168,0.232,0.0,0.078,0.459,135.856
6,"kaskade, ella vos",miles to go,0d2F9wcykuZ1QzDMcI0Mf0,0.775,0.735,5,-5.585,0,0.0369,0.0363,0.131,0.103,0.172,125.025
7,scandal,just let me dance - maxxi soundsystem remix,4GPEE0nVnlhNKPdUq93I7n,0.87,0.566,2,-6.767,1,0.0645,0.00184,0.813,0.0995,0.628,122.004
